link,description,link_validity,datetime
https://www.seroundtable.com/google-personal-tab-search-23912.html,"Google Adds Personal Tab To Search Filters",Valid,Data is not available
https://www.theverge.com/2017/5/26/15701778/google-personal-tab-search-results-gmail-photos-images-maps-news-filter,"Google adds new Personal tab to search results to show Gmail and Photos content",Valid,Data is not available
https://gsuite.google.com/intl/en_ie/pricing.html,"Choose a Plan",Valid,Data is not available
http://searchengineland.com/google-rebrands-custom-search-business-edition-as-google-site-search-14123,"Google Rebrands Custom Search "Business Edition" As "Google Site Search"",Valid,Data is not available
http://fortune.com/2017/02/21/google-site-search-discontinued/,"Google Plans To Discontinue Yet Another Product",Valid,Data is not available
https://9to5google.com/2017/02/21/google-site-search-discontinued/,"Google reportedly discontinuing paid Site Search in favor of ad-supported version",Valid,Data is not available
https://analytics.googleblog.com/2016/03/introducing-google-analytics-360-suite.html,"Introducing the Google Analytics 360 Suite",Valid,Sun 21 Jan 2018 17:43:06 GMT
https://www.wsj.com/articles/google-launches-new-data-tools-for-marketers-1458043217,"Google Launches New Data Tools for Marketers",Valid,Data is not available
https://techcrunch.com/2014/10/22/google-inbox/,"Google's Inbox is A New Email App From The Gmail Team Designed Not To Be Gmail",Valid,Data is not available
https://www.fastcompany.com/3028513/when-gmail-launched-on-april-1-2004-people-thought-it-was-a-joke,"When Gmail Launched On April 1 2004 People Thought It Was A Joke",Valid,Fri 26 Jan 2018 21:07:48 GMT
https://www.theverge.com/2017/1/5/14175830/google-calendar-track-fitness-goals-health-data,"Google Calendar update makes it easier to track your New Year's fitness goals",Valid,Data is not available
https://www.macrumors.com/2017/03/22/google-maps-location-sharing/,"Google Maps Introduces New Location Sharing Feature With Real-Time Friend Tracking",Valid,Data is not available
https://www.theverge.com/2012/4/24/2971025/google-drive-official-launch-features,"Google Drive officially launches with 5GB free storage Google Docs integration",Valid,Data is not available
https://techcrunch.com/2015/05/28/google-photos-breaks-free-of-google-now-offers-free-unlimited-storage/,"Google Photos Breaks Free Of Google+ Now Offers Free Unlimited Storage",Valid,Data is not available
http://bgr.com/2013/03/20/google-keep-annnounced-388095/,"Google launches Google Keep note-taking service [video]",Valid,Data is not available
http://time.com/4572942/google-translate-app-update-2016/,"Google's Translation App Is About To Get Much Better",Valid,Data is not available
http://mashable.com/2017/02/27/youtube-one-billion-hours-of-video-daily/,"People now spend 1 billion hours watching YouTube every day",Valid,Data is not available
https://www.wired.com/2011/06/inside-google-plus-social/,"Inside Google+ - How the search giant plans to go social",Valid,Data is not available
https://techcrunch.com/2016/05/18/google-allo-chat-app/,"Google debuts Allo an AI-based chat app using its new assistant bot smart replies and more",Valid,Data is not available
https://www.theverge.com/2016/5/18/11690728/google-duo-video-call-app-vs-apple-facetime-io-2016,"Google Duo makes mobile video calls fast and simple",Valid,Data is not available
https://techcrunch.com/2007/11/05/breaking-google-announces-android-and-open-handset-alliance/,"Breaking: Google Announces Android and Open Handset Alliance",Valid,Data is not available
https://www.theverge.com/2014/3/18/5522226/google-reveals-android-wear-an-operating-system-designed-for,"Google reveals Android Wear an operating system for smartwatches",Valid,Data is not available
https://thenextweb.com/google/2014/06/25/android-tv-google-io-2014/,"Google announces Android TV to bring 'voice input user experience and content' to the living room",Valid,Data is not available
https://techcrunch.com/2014/06/25/google-announces-android-auto-promises-enabled-cars-by-end-of-2014/,"Google Announces Android Auto Promises Enabled Cars By The End Of 2014",Valid,Data is not available
https://www.theverge.com/2016/12/13/13924996/android-things-announced-smart-home-iot-operating-system,"Android Things is Google's new OS for smart devices",Valid,Data is not available
https://googleblog.blogspot.no/2008/09/fresh-take-on-browser.html,"A fresh take on the browser",Valid,Thu 19 Oct 2017 19:11:14 GMT
https://googleblog.blogspot.no/2009/07/introducing-google-chrome-os.html,"Introducing the Google Chrome OS",Valid,Thu 19 Oct 2017 19:11:14 GMT
https://techcrunch.com/2010/01/05/nexus-one-event/,"The Droid You're Looking For: Live From The Nexus One Event",Valid,Data is not available
https://arstechnica.com/gadgets/2013/05/from-the-nexus-one-to-the-nexus-10-a-brief-history-of-nexus-devices/,"From Nexus One to Nexus 10: a brief history of Google's flagship devices",Valid,Data is not available
https://www.theverge.com/a/google-pixel-phone-new-hardware-interview-2016,"The Google Phone: The inside story of Google's bold bet on hardware",Valid,Data is not available
https://googleblog.blogspot.no/2011/05/new-kind-of-computer-chromebook.html,"A new kind of computer: Chromebook",Valid,Thu 19 Oct 2017 19:11:14 GMT
https://www.theverge.com/2013/7/24/4552204/google-reveals-chromecast-tv-streaming,"Google reveals Chromecast: video streaming to your TV from any device for $35",Valid,Data is not available
http://www.bbc.com/news/technology-23514400,"Google Chromecast takes on streaming content to TV",Valid,Data is not available
http://money.cnn.com/2014/06/25/technology/innovation/google-cardboard/,"Google's cardboard virtual-reality goggles",Valid,Data is not available
https://www.forbes.com/sites/erikkain/2014/06/26/google-cardboard-is-googles-awesomely-weird-answer-to-virtual-reality/#2664b601775e,"Google Cardboard Is Google's Awesomely Weird Answer To Virtual Reality",Valid,Data is not available
http://www.recode.net/2016/4/28/11586518/google-hardware-division-rick-osterloh,"Google is building a new hardware division under former Motorola chief Rick Osterloh",Valid,Data is not available
https://www.theverge.com/2016/10/4/13161028/google-phone-announced-pixel-xl-price-release-date-specs,"Pixel 'phone by Google' announced",Valid,Data is not available
https://www.theverge.com/2016/10/4/13156676/google-home-assistant-speaker-photos-video-device-hands-on,"Google Home is smart loud and kind of cute",Valid,Data is not available
https://www.theverge.com/2016/10/4/13161506/google-vr-headset-photos-daydream-view-virtual-reality,"Google's Daydream View VR headset goes on sale next month for $79",Valid,Data is not available
https://www.theverge.com/2016/10/4/13157680/google-wifi-router-photos-hands-on,"The Google Wifi routers are little white pucks you can scatter throughout your house",Valid,Data is not available
https://googleblog.blogspot.no/2010/02/think-big-with-gig-our-experimental.html,"Think big with a gig: Our experimental fiber network",Valid,Thu 19 Oct 2017 19:11:14 GMT
https://techcrunch.com/2010/02/10/google-fiber-optic-network-home/,"Google Plans To Deliver 1Gb/sec Fiber-Optic Broadband Network To More Than 50000 Homes",Valid,Data is not available
https://www.theinformation.com/articles/inside-the-battle-over-google-fiber,"Inside the Battle Over Google Fiber",Valid,Data is not available
https://www.theverge.com/2016/8/25/12652734/google-fiber-access-alphabet-layoffs-wireless-internet,"Alphabet is putting serious pressure on Google Fiber to cut costs",Valid,Data is not available
https://googleblog.blogspot.no/2015/04/project-fi.html,"Say hi to Fi: A new way to say hello",Valid,Thu 19 Oct 2017 19:11:14 GMT
http://money.cnn.com/2015/04/22/technology/google-project-fi-wireless-service/,"Google launches 'Project Fi' wireless service",Valid,Data is not available
https://www.forbes.com/sites/ellenhuet/2015/04/22/google-unveils-wireless-service-project-fi/#46f3aa2564af,"Google Unveils Its 'Project Fi' Wireless Service",Valid,Data is not available
https://www.theverge.com/2016/9/27/13070922/google-station-public-wi-fi-india,"Google Station is a new platform that aims to make public Wi-Fi better",Valid,Data is not available
https://techcrunch.com/2016/12/29/google-india-wifi/,"After arriving at 100th railway station in India Google's WiFi is set to hit another 100 in 2017",Valid,Data is not available
https://9to5google.com/2017/02/09/google-station-expands-beyond-rail-stations-to-bring-citywide-wifi-to-pune-india/,"Google Station expands beyond rail stations to bring citywide WiFi to Pune India",Valid,Data is not available
http://mashable.com/2017/02/09/google-station-pune-india/,"Indian city to become the first in the world to get Google Station public Wi-Fi network",Valid,Data is not available
http://www.time.com/time/business/article/0859935615200.html,"Automatic for the People",Valid,Data is not available
https://www.nytimes.com/2011/05/27/technology/27google.html,"Google Unveils App for Paying With Phone",Valid,Data is not available
http://www.mercurynews.com/business/ci_24171776/exclusive-google-same-day-delivery-makes-public-debut,"Google same-day delivery makes public debut",Valid,Data is not available
https://support.google.com/alerts/answer/175925,"What are Google Alerts?",Valid,Data is not available
http://theundercoverrecruiter.com/how-use-google-alerts-live-job-search/,"How to Use Google Alerts for a Live Job Search",Valid,Data is not available
https://www.forbes.com/sites/quickerbettertech/2014/11/03/this-little-service-absolutely-crushes-google-alerts/,"This Little Service Absolutely Crushes Google Alerts",Valid,Data is not available
https://web.archive.org/web/20150708233542/http://googleresearch.blogspot.co.uk/2015/07/deepdream-code-example-for-visualizing.html,"DeepDream — a code example for visualizing Neural Networks",Valid,Data is not available
http://googleresearch.blogspot.co.uk/2015/07/deepdream-code-example-for-visualizing.html,the original,Valid,Data is not available
https://web.archive.org/web/20150703064823/http://googleresearch.blogspot.co.uk/2015/06/inceptionism-going-deeper-into-neural.html,"Inceptionism: Going Deeper into Neural Networks",Valid,Data is not available
http://googleresearch.blogspot.co.uk/2015/06/inceptionism-going-deeper-into-neural.html,the original,Valid,Data is not available
http://www.telegraph.co.uk/technology/google/11712495/Google-unleashes-machine-dreaming-software-on-the-public-nightmarish-images-flood-the-internet.html,"Google unleashes machine dreaming software on the public nightmarish images flood the internet",Valid,Fri 26 Jan 2018 21:08:45 GMT
https://blog.google/topics/families/introducing-family-link-app-helping-families-navigate-technology-together/,"Introducing the Family Link app: Helping families navigate technology together",Valid,Data is not available
https://www.theverge.com/2017/3/15/14936424/google-family-link-app-release-parental-controls,"Google built a new app so your kids can have a Google account too",Valid,Data is not available
https://techcrunch.com/2017/03/15/google-introduces-family-link-its-own-parental-control-software-for-android/,"Google introduces Family Link its own parental control software for Android",Valid,Data is not available
https://www.engadget.com/2017/04/11/google-autodraw/,"Google's AutoDraw turns your clumsy scribbles into art",Valid,Data is not available
http://www.telegraph.co.uk/technology/2017/04/12/google-autodraw-can-turn-terrible-sketches-works-art/,"Google's new drawing app can turn your terrible sketches into works of art",Valid,Data is not available
https://www.cnet.com/news/google-autodraw-ai-does-it-understand-modern-art/,"Does Google's AutoDraw AI grasp modern art better than you?",Valid,Data is not available
https://techcrunch.com/2017/04/11/googles-autodraw-uses-machine-learning-to-help-you-draw-like-a-pro/,"Google's AutoDraw uses machine learning to help you draw like a pro",Valid,Data is not available
https://www.theverge.com/2017/5/23/15681668/google-family-calendar-keep-photos-now-available,"Google adds easy simple family sharing to Calendar Keep and Photos",Valid,Data is not available
http://www.androidpolice.com/2017/05/23/google-family-groups-make-easy-share-photos-calendars-youtube-tv/,"Google family groups make it easy to share photos calendars Keep YouTube TV and more",Valid,Fri 26 Jan 2018 21:09:00 GMT
https://support.google.com/faqs/answer/174717?hl=en,"What is 1e100.net",Valid,Data is not available
https://techcrunch.com/2017/03/28/google-launches-new-site-to-showcase-its-open-source-projects-and-processes/,"Google launches new site to showcase its open source projects and processes",Valid,Data is not available
http://www.zdnet.com/article/google-presents-its-open-source-goodies-to-the-world/,"Google presents its open-source goodies to the world",Valid,Data is not available
https://qz.com/1002651/google-has-built-a-stunning-searchable-archive-of-3000-years-of-world-fashion/,"Google has built a stunning searchable archive of 3000 years of world fashion",Valid,Data is not available
http://www.vogue.com/article/google-we-wear-culture-metropolitan-museum-of-art-andrew-bolton-anna-wintour,"Anna Wintour Andrew Bolton and More Celebrate the Launch of We Wear Culture",Valid,Data is not available
http://money.cnn.com/magazines/fortune/fortune_archive/2007/01/22/8398125/index.htm,"In good company",Valid,Data is not available
http://money.cnn.com/magazines/fortune/bestcompanies/2008/full_list/index.html,"The 2008 list",Valid,Data is not available
http://money.cnn.com/magazines/fortune/best-companies/2012/full_list/,"The 2012 list",Valid,Data is not available
http://money.cnn.com/magazines/fortune/bestcompanies/2009/full_list/index.html,"The 2009 list",Valid,Data is not available
http://money.cnn.com/magazines/fortune/bestcompanies/2010/full_list/,"The 2010 list",Valid,Data is not available
http://www.universumglobal.com/IDEAL-Employer-Rankings/Global-Top-50,"The World's Most Attractive Employers 2010",Valid,Data is not available
https://www.google.com/corporate/tenthings.html,"Our Philosophy",Valid,Data is not available
http://www.businessinsider.com/google-has-57000-employees-2015-7,"Google's hiring may have slowed but it's still adding thousands of new employees",Valid,Data is not available
https://bits.blogs.nytimes.com/2014/05/28/google-releases-employee-data-illustrating-techs-diversity-challenge/,"Google Releases Employee Data Illustrating Tech's Diversity Challenge",Valid,Thu 04 Jan 2018 18:54:56 GMT
http://www.eclipsecon.org/2013/sites/eclipsecon.org.2013/files/2013-03-24%20Continuous%20Integration%20at%20Google%20Scale.pdf,"Continuous Integration at Google Scale",Valid,Wed 06 Dec 2017 16:00:48 GMT
https://www.cnbc.com/2017/09/08/google-gender-pay-gap-spreadsheet-finds-men-paid-more-than-women.html,"Google workers collected data showing their male colleagues make more than women",Valid,Data is not available
http://money.cnn.com/2006/03/31/technology/google/index.htm,"Google leaders stick with $1 salary",Valid,Data is not available
https://www.washingtonpost.com/wp-dyn/content/article/2008/03/04/AR2008030402766.html,"Facebook Raids Google for Executive",Valid,Data is not available
https://venturebeat.com/2008/03/04/facebook-hires-sheryl-sandberg-to-be-its-new-coo/,"Another Googler goes to Facebook: Sheryl Sandberg becomes new COO",Valid,Data is not available
https://www.theguardian.com/technology/2012/jul/16/google-marissa-mayer-yahoo-ceo,"Google executive Marissa Mayer to become Yahoo CEO in surprise move",Valid,Data is not available
http://social.techcrunch.com/2017/11/30/google-cloud-brings-in-former-intel-exec-diane-bryant-as-coo/,"Google Cloud brings in former Intel exec Diane Bryant as COO",Valid,Data is not available
http://www.zorgloob.com/2004/09/23/noogler-chez-google/,"Noogler chez Google",Valid,Data is not available
https://www.nytimes.com/2007/10/21/jobs/21pre.html,"The Google Way: Give Engineers Room",Valid,Data is not available
https://www.youtube.com/watch?v=soYKFWqVVzg,Marissa Mayer at Stanford University,Valid,Data is not available
https://www.google.com/corporate/culture.html,"About the Googleplex",Valid,Data is not available
https://www.theatlantic.com/life/print/2011/07/what-googles-famous-cafeterias-can-teach-us-about-health/241876/,"What Google's Famous Cafeterias Can Teach Us About Health",Valid,Data is not available
http://searchengineland.com/does-google-have-a-class-system-for-googlers-75457,"Does Google Have A Class System For Googlers?",Valid,Data is not available
https://www.cnet.com/news/google-takes-a-bigger-bite-of-big-apple/,"Google takes a bigger bite of Big Apple",Valid,Data is not available
http://www.refinery29.com/google-office,"The Ultimate Office: Inside Google's NYC Compound",Valid,Fri 26 Jan 2018 20:34:28 GMT
https://www.wsj.com/articles/SB10001424052748704377004575651380545769418,"Google to Buy New York Office Building",Valid,Data is not available
https://www.wired.com/2010/12/google-nyc/,"Google buys giant New York building for $1.9 billion",Valid,Data is not available
https://www.wsj.com/articles/SB10001424052970204653604577251293275921060,"Google Web Grows in City",Valid,Data is not available
https://web.archive.org/web/20080503233009/http://www.informationweek.com/news/internet/webdev/showArticle.jhtml?articleID=202600809,"Inside Google's Michigan Office",Valid,Data is not available
http://www.informationweek.com/news/internet/webdev/showArticle.jhtml?articleID=202600809,the original,Valid,Data is not available
https://www.webcitation.org/5hGpTE0LB?url=http://www.thepittsburghchannel.com/technology/10346550/detail.html,"Google Completes Pittsburgh Office Holds Open House",Invalid,Data is not available
http://www.thepittsburghchannel.com/technology/10346550/detail.html,the original,Invalid,Data is not available
http://triblive.com/x/pittsburghtrib/business/s_712700.html,"Google search: Tech-minded workers",Valid,Mon 11 Jun 2012 00:33:35 GMT
https://www.google.com/about/company/facts/locations/,"Google locations",Valid,Data is not available
http://arquivo.pt/wayback/20160519010259/http://www.post1.net/lowem/entry/google_plans_to_build_huge,"Google plans to build huge solar energy system for headquarters",Valid,Data is not available
http://www.post1.net/lowem/entry/google_plans_to_build_huge,the original,Invalid,Data is not available
http://googleblog.blogspot.com/2009/05/mowing-with-goats.html,"Official Google Blog: Mowing with goats",Valid,Data is not available
https://www.washingtonpost.com/wp-dyn/content/article/2009/05/04/AR2009050400027.html,"My Day With The Google Goats",Valid,Data is not available
https://web.archive.org/web/19990506135340/http://www.national.com/rap/Horrible/sheep.html,"Sheep Mow Lawns",Valid,Data is not available
http://www.national.com/rap/Horrible/sheep.html,the original,Invalid,Data is not available
https://www.webcitation.org/5hT7kP56x?url=http://www.harpers.org/media/slideshow/annot/2008-03/index.html,"Keyword: Evil",Invalid,Data is not available
http://www.harpers.org/media/slideshow/annot/2008-03/index.html,the original,Invalid,Data is not available
http://www.businessinsider.com/heres-what-its-really-like-to-work-at-google-the-worlds-most-attractive-employer-2015-9,"Here's what it's REALLY like to work at Google the 'world's most attractive' employer",Valid,Data is not available
https://careers.google.com/locations/sydney/,"Sydney",Valid,Thu 18 Jan 2018 20:13:01 GMT
https://careers.google.com/locations/london/,"London",Valid,Thu 18 Jan 2018 20:12:31 GMT
https://qz.com/139794/inside-googles-new-1-million-square-foot-london-office-three-years-before-its-ready/,"Inside Google's new 1-million-square-foot London office—three years before it's ready",Valid,Data is not available
https://www.theverge.com/2017/6/1/15723642/google-london-office-pictures-headquarters-kings-cross,"Google's new London HQ is a 'landscraper' with a rooftop garden",Valid,Data is not available
https://www.engadget.com/2017/06/01/google-london-kings-cross-hq-plans-photos/,"Google's 'innovative' new London HQ features giant moving blinds",Valid,Data is not available
http://indianexpress.com/article/india/google-to-build-biggest-campus-outside-us-in-hyderabad/,"Google to build biggest campus outside US in Hyderabad",Valid,Data is not available
http://tech.firstpost.com/news-analysis/googles-upcoming-campus-in-hyderabad-to-be-its-biggest-outside-the-us-267059.html,"Google's upcoming campus in Hyderabad to be its biggest outside the US",Valid,Data is not available
https://www.google.com/doodle4google/history.html,"Doodle 4 Google",Valid,Data is not available
https://www.google.com/doodles/burning-man-festival,"Burning Man Festival",Valid,Data is not available
https://www.theguardian.com/technology/2014/apr/12/meet-people-behind-google-doodles-logo,"Meet the people behind the Google Doodles",Valid,Data is not available
https://www.google.com/mentalplex/,"Google MentalPlex",Valid,Data is not available
https://www.google.com/tisp/,"Welcome to Google TiSP",Valid,Data is not available
http://arquivo.pt/wayback/20080315144610/http://mail.google.com/mail/help/paper/more.html,"Google Paper",Valid,Data is not available
http://mail.google.com/mail/help/paper/more.html,the original,Valid,Data is not available
http://mail.google.com/mail/help/customtime/index.html,"Gmail Custom Time: Google makes custom time",Valid,Data is not available
http://googleblog.blogspot.com/2010/04/different-kind-of-company-name.html,"A different kind of company name",Valid,Data is not available
http://www.cbsnews.com/stories/2010/04/01/business/main6353136.shtml,"April Fools: Google Changes Name to Topeka",Valid,Data is not available
http://www.gmanews.tv/story/216708/technology/googles-gmail-motion-launched-april-1,"Google's GMail Motion launched April 1",Valid,Data is not available
https://www.webcitation.org/5hT77QDRS?url=http://www.google.com/language_tools,"Language Tools",Invalid,Data is not available
https://www.google.com/language_tools,the original,Valid,Data is not available
https://www.google.com/search?q=answer+to+life+the+universe+and+everything,"Google Search Results for 'answer to life the universe and everything'",Valid,Data is not available
https://www.google.com/search?q=recursion,"Google Search Results for 'recursion'",Valid,Data is not available
https://www.google.com/search?q=anagram,"anagram search",Valid,Data is not available
http://asia.cnet.com/crave/google-celebrates-world-cup-with-gooooooooooal-62111461.htm,"Google celebrates World Cup with Gooooooooooal!",Valid,Data is not available
https://web.archive.org/web/20100714080922/http://www.google.org/about.html,"About the Foundation",Valid,Data is not available
http://www.google.org/about.html,the original,Invalid,Data is not available
https://www.nytimes.com/2006/09/14/technology/14google.html,"Philanthropy Google's Way: Not the Usual",Valid,Data is not available
https://www.nytimes.com/2009/02/24/technology/companies/24google.html,"Google Chief for Charity Steps Down on Revamp",Valid,Data is not available
https://www.webcitation.org/5hT8OddCZ?url=http://www.project10tothe100.com/,"Project 10 to the 100th",Invalid,Data is not available
http://www.project10tothe100.com/,the original,Invalid,Data is not available
https://www.wired.com/epicenter/2010/06/google-struggles-to-give-away-10-million/,"Google Struggles to Give Away $10 million",Valid,Data is not available
http://googleblog.blogspot.com/2010/09/10-million-for-project-10100-winners.html,"$10 million for Project 10^100 winners",Valid,Data is not available
https://www.pcmag.com/article2/02817237609900.asp,"Mathletes Receive &#128;1M Donation from Google",Valid,Data is not available
https://web.archive.org/web/20110724154518/https://www.imo2011.nl/node/39,"Google donating 1 million euros to IMO",Valid,Data is not available
https://www.imo2011.nl/node/39,the original,Invalid,Data is not available
http://www.pinknews.co.uk/2012/07/08/google-launches-legalise-love-gay-rights-campaign/,"Google launches 'Legalise Love' gay rights campaign",Valid,Data is not available
https://www.theregister.co.uk/2010/10/22/google_double_irish_tax_loophole/,"Google slips $3.1bn through 'Double Irish' tax loophole",Valid,Data is not available
https://www.theregister.co.uk/2012/10/31/google_france_tax_office_billion_euros/,"French gov 'plans to hand Google €1bn tax bill' – report",Valid,Data is not available
https://www.independent.co.uk/news/uk/home-news/google-boss-im-very-proud-of-our-tax-avoidance-scheme-8411974.html,"Google boss: I'm very proud of our tax avoidance scheme",Valid,Thu 13 Dec 2012 19:33:28 GMT
https://www.theregister.co.uk/2013/05/17/quotw_ending_may_17/,"'I think you DO do evil using smoke and mirrors to avoid tax'",Valid,Data is not available
http://www.ft.com/cms/s/0/d50ad5f4-c125-11e5-9fdb-87b8d15baec2.html#axzz3y8YQABrf,"Google strikes £130m back tax deal",Valid,Data is not available
http://www.technobuffalo.com/2011/05/18/googles-green-initiative-environmentally-conscious-technology/,"Google's Green Initiative: Environmentally Conscious Technology",Valid,Data is not available
https://www.nytimes.com/2011/09/09/technology/google-details-and-defends-its-use-of-electricity.html,"Google Details and Defends Its Use of Electricity",Valid,Data is not available
http://googlepress.blogspot.no/2007/11/googles-goal-renewable-energy-cheaper_27.html,"Google's Goal: Renewable Energy Cheaper than Coal",Valid,Wed 27 Dec 2017 07:18:25 GMT
http://spectrum.ieee.org/energy/renewables/what-it-would-really-take-to-reverse-climate-change,"What It Would Really Take to Reverse Climate Change",Valid,Data is not available
https://www.washingtonpost.com/blogs/the-fix/wp/2013/06/20/anatomy-of-a-washington-dinner-who-funds-the-competitive-enterprise-institute/,"Anatomy of a Washington dinner: Who funds the Competitive Enterprise Institute?",Valid,Data is not available
https://www.theguardian.com/environment/2013/jul/09/google-climate-denier-jim-inhofe,"Google hosts fundraiser for climate change denying US senator",Valid,Data is not available
http://www.latimes.com/business/la-fi-google-gop-20140924-story.html,"Google pulls out of conservative group amid environmentalist pressure",Valid,Data is not available
http://fortune.com/2017/12/01/google-clean-energy/,"Google Just Bought Enough Wind Power to Run 100% On Renewable Energy",Valid,Data is not available
https://www.washingtonpost.com/politics/how-google-is-transforming-power-and-politicsgoogle-once-disdainful-of-lobbying-now-a-master-of-washington-influence/2014/04/12/51648b92-b4d3-11e3-8cb6-284052554d74_story.html?tid=pm_politics_pop,"Google once disdainful of lobbying now a master of Washington influence",Valid,Data is not available
https://www.bloomberg.com/news/articles/2015-03-02/tech-no-poaching-settlement-gets-judge-s-preliminary-approval,"Apple-Google $415 Million No-Poaching Accord Wins Approval",Valid,Data is not available
http://www.bbc.co.uk/news/technology-40406542,"Google hit with record EU fine over Shopping service",Valid,Data is not available
https://www.newscientist.com/article/2139097-googles-e2-4bn-fine-is-small-change-the-eu-has-bigger-plans/,"Google's €2.4bn fine is small change – the EU has bigger plans",Valid,Data is not available
https://www.bloomberg.com/news/articles/2010-10-21/google-2-4-rate-shows-how-60-billion-u-s-revenue-lost-to-tax-loopholes,"Google 2.4% Rate Shows How $60 Billion Is Lost to Tax Loopholes",Valid,Data is not available
http://news.bbc.co.uk/2/hi/technology/6740075.stm,"Google ranked 'worst' on privacy",Valid,Data is not available
https://www.nytimes.com/2008/11/30/magazine/30google-t.html,"Google's Gatekeepers",Valid,Data is not available
https://www.theguardian.com/technology/2014/nov/03/larry-page-google-dont-be-evil-sergey-brin,"Google has 'outgrown' its 14-year old mission statement says Larry Page",Valid,Data is not available
https://abc.xyz/investor/other/google-code-of-conduct.html,"Google Code of Conduct",Valid,Thu 26 Oct 2017 18:51:05 GMT
https://www.engadget.com/2015/10/02/alphabet-do-the-right-thing/,"Alphabet replaces Google's 'Don't be evil' with 'Do the right thing'",Valid,Data is not available
https://www.theguardian.com/commentisfree/2013/oct/25/evil-facebook-google-beheading-email-abuse,"Who's more evil – Facebook or Google?",Valid,Data is not available
https://www.nytimes.com/2016/07/30/opinion/sunday/the-blog-that-disappeared.html,"The Blog That Disappeared",Valid,Data is not available
http://www.bbc.com/news/world-us-canada-23123964,"Edward Snowden: Leaks that exposed US spy programme",Valid,Data is not available
https://www.theguardian.com/world/2013/jun/06/us-tech-giants-nsa-data,"NSA Prism program taps in to user data of Apple Google and others",Valid,Data is not available
https://www.nytimes.com/2017/08/07/business/google-women-engineer-fired-memo.html,Google Fires Engineer Who Wrote Memo Questioning Women in Tech,Valid,Data is not available
https://www.nytimes.com/2017/08/08/technology/google-engineer-fired-gender-memo.html?_r=0,Contentious Memo Strikes Nerve Inside Google and Out,Valid,Data is not available
https://www.theatlantic.com/politics/archive/2017/08/the-most-common-error-in-coverage-of-the-google-memo/536181/,"The Most Common Error in Media Coverage of the Google Memo",Valid,Data is not available
https://www.nytimes.com/2017/08/11/opinion/sundar-pichai-google-memo-diversity.html,"Sundar Pichai Should Resign as Google's C.E.O",Valid,Data is not available
https://web.archive.org/web/20170811124216/https://www.nytimes.com/2017/08/11/opinion/sundar-pichai-google-memo-diversity.html,Archived,Valid,Data is not available
http://www.businessinsider.com/david-brooks-sundar-pichai-resignation-james-damore-2017-8,"New York Times columnist David Brooks wants Google's CEO to resign",Valid,Data is not available
https://archive.is/20170812131604/http://www.businessinsider.com/david-brooks-sundar-pichai-resignation-james-damore-2017-8,Archived,Valid,Data is not available
https://www.nytimes.com/2017/08/30/us/politics/eric-schmidt-google-new-america.html?_r=0,"Google Critic Ousted From Think Tank Funded by the Tech Giant",Valid,Data is not available
https://citizensagainstmonopoly.org/,"Tell Google: Stop Killing Monopoly Research",Valid,Data is not available
https://law.justia.com/cases/federal/appellate-courts/ca9/15-15809/15-15809-2017-05-16.html,"Elliott v. Google Inc. No. 15-15809 (9th Cir. 2017)",Valid,Data is not available
https://en.wiktionary.org/wiki/Special:Search/Google,Definitions,Valid,Fri 26 Jan 2018 21:13:11 GMT
https://commons.wikimedia.org/wiki/Special:Search/Google,Media,Valid,Fri 26 Jan 2018 21:13:12 GMT
https://en.wikinews.org/wiki/Special:Search/Google,News,Valid,Fri 26 Jan 2018 21:13:13 GMT
https://en.wikiquote.org/wiki/Special:Search/Google,Quotations,Valid,Fri 26 Jan 2018 21:13:14 GMT
https://en.wikibooks.org/wiki/Google_Services_And_Products,Textbooks,Valid,Fri 26 Jan 2018 02:15:32 GMT
https://en.wikiversity.org/wiki/Special:Search/Google,Learning resources,Valid,Fri 26 Jan 2018 21:13:16 GMT
https://www.wikidata.org/wiki/Q95,Data,Valid,Data is not available
https://meta.wikimedia.org/wiki/Google,Discussion,Valid,Fri 12 Jan 2018 07:51:12 GMT
https://www.google.com/,Official website,Valid,Data is not available
https://www.google.com/about/company/facts/management,Corporate homepage,Valid,Data is not available
https://web.archive.org/web/19981111183552/http://google.stanford.edu,Google website,Valid,Data is not available
https://www.crunchbase.com/organization/google,Google,Invalid,Data is not available
https://opencorporates.com/corporate_groupings/Google,Google companies,Valid,Data is not available
https://www.reuters.com/finance/stocks/overview?symbol=GOOG,Reuters,Valid,Data is not available
https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1288776,SEC filings,Valid,Data is not available
https://www.worldcat.org/identities/containsVIAFID/124291214,WorldCat Identities,Valid,Data is not available
https://viaf.org/viaf/124291214,124291214,Valid,Data is not available
http://id.loc.gov/authorities/names/no00095539,no00095539,Valid,Data is not available
http://isni.org/isni/0000000406356729,0000 0004 0635 6729,Valid,Data is not available
https://d-nb.info/gnd/10122609-3,10122609-3,Valid,Data is not available
https://libris.kb.se/auth/293303,293303,Valid,Data is not available
https://www.idref.fr/110886259,110886259,Valid,Data is not available
http://catalogue.bnf.fr/ark:/12148/cb15026135n,cb15026135n,Valid,Data is not available
http://data.bnf.fr/ark:/12148/cb15026135n,(data),Valid,Data is not available
https://authority.bibsys.no/authority/rest/authorities/html/4092379,4092379,Valid,Data is not available
